1,collectionSiteId,collectorUsername,airTemp,algalBloom,algalBloomSheen,batherLoad,plantDebris,time.of.entry,Date,Time,turbidity,waterAppearance,waterfowlPresence,waterTemp,waveIntensity,comment,phosphorusSample,favorability,lat,long
466,MononaPier10,mccartney,69.8,1,1,1,2,9/9/14 16:11,8/15/14,10:10:00,99,0,2,71.6,2,undefined,FALSE,Unknown,43.08893889,-89.34823333
467,MononaPier10,mccartney,83.1,2,2,1,1,9/9/14 16:10,8/22/14,12:30:00,106,0,2,78.6,1,undefined,FALSE,Unknown,43.08893889,-89.34823333
468,MononaPier10,mccartney,73.4,1,0,1,2,7/3/14 11:00,8/30/14,10:00:00,98,0,1,75.2,2,undefined,FALSE,Poor,43.08893889,-89.34823333
469,MononaPier10,mccartney,78.6,NA,0,NA,NA,7/3/14 10:58,9/3/14,13:00:00,102,NA,NA,78.3,NA,undefined,TRUE,Poor,43.08893889,-89.34823333
470,MononaPier6,meier,69.8,2,0,1,2,7/3/14 10:57,6/9/14,15:00:00,59,3,1,72.5,1,undefined,TRUE,Poor,43.0562,-89.37806944
471,MononaPier6,meier,72.3,1,0,1,2,7/3/14 10:56,6/10/14,14:55:00,52,3,2,72.7,2,undefined,FALSE,Poor,43.0562,-89.37806944
472,MononaPier6,meier,77,1,0,1,2,7/3/14 10:56,6/11/14,17:29:00,91,3,2,73.9,2,undefined,FALSE,Poor,43.0562,-89.37806944
473,MononaPier6,meier,72.1,1,0,1,2,7/3/14 10:55,6/12/14,15:30:00,112,3,1,71.6,1,undefined,FALSE,Poor,43.0562,-89.37806944
474,MononaPier6,meier,81.5,1,0,1,2,7/3/14 10:54,6/13/14,15:00:00,109,3,2,74.1,2,undefined,FALSE,Poor,43.0562,-89.37806944
475,MononaPier6,meier,77,1,0,1,2,7/3/14 10:53,6/14/14,15:00:00,117,3,2,71.6,1,undefined,FALSE,Poor,43.0562,-89.37806944
476,MononaPier6,meier,88.9,1,0,1,1,7/3/14 10:52,6/15/14,20:10:00,111,3,2,74.8,1,samples taken 19:15,FALSE,Poor,43.0562,-89.37806944
477,MononaPier6,meier,84.2,1,0,1,1,7/3/14 10:51,6/16/14,16:18:00,36.8,3,2,78.8,1,undefined,FALSE,Poor,43.0562,-89.37806944
478,MononaPier6,meier,76.1,1,0,1,2,7/3/14 10:49,6/17/14,16:02:00,65,3,2,74.7,1,undefined,FALSE,Poor,43.0562,-89.37806944
479,MononaPier6,meier,73.4,1,0,1,2,7/3/14 10:48,6/18/14,15:18:00,78.8,3,2,73.6,1,undefined,FALSE,Poor,43.0562,-89.37806944
480,MononaPier6,meier,83.5,1,0,1,1,7/3/14 10:46,6/19/14,17:18:00,116,3,2,77.7,2,undefined,FALSE,Poor,43.0562,-89.37806944
481,MononaPier6,meier,82.4,1,0,1,1,7/3/14 10:44,6/20/14,17:00:00,116,3,2,76.8,1,undefined,FALSE,Poor,43.0562,-89.37806944
482,MononaPier6,meier,79.5,1,0,1,2,7/1/14 16:27,6/21/14,18:36:00,116,3,2,80.1,1,undefined,FALSE,Good,43.0562,-89.37806944
483,MononaPier6,meier,82,1,0,1,1,7/1/14 16:25,6/22/14,17:07:00,116,3,2,79.3,1,undefined,FALSE,Good,43.0562,-89.37806944
484,MononaPier6,meier,84,1,2,1,1,7/1/14 16:15,6/23/14,18:37:00,116,1,1,81.9,1,undefined,FALSE,Good,43.0562,-89.37806944
485,MononaPier6,meier,78.8,1,0,1,1,7/1/14 16:13,6/24/14,17:00:00,89.8,1,2,81,1,undefined,FALSE,Fair,43.0562,-89.37806944
486,MononaPier6,meier,84.9,1,0,1,2,7/1/14 16:11,6/26/14,16:30:00,120,1,2,78.8,1,undefined,FALSE,Good,43.0562,-89.37806944
487,MononaPier6,meier,81,2,0,1,2,7/1/14 16:09,6/27/14,17:55:00,120,1,1,81,1,undefined,FALSE,Poor,43.0562,-89.37806944
488,MononaPier6,meier,78.6,1,2,2,2,7/9/14 18:02,6/28/14,19:12:00,92.4,1,1,77.9,2,undefined,FALSE,Good,43.0562,-89.37806944
489,MononaPier6,meier,68,1,2,1,2,7/9/14 18:00,7/1/14,15:35:00,120,3,1,67.6,1,undefined,FALSE,Good,43.0562,-89.37806944
490,MononaPier6,meier,75.5,1,2,1,2,7/9/14 17:59,7/2/14,15:22:00,120,1,1,75.6,2,undefined,FALSE,Fair,43.0562,-89.37806944
491,MononaPier6,meier,74.1,2,2,1,1,7/9/14 17:57,7/3/14,16:20:00,120,1,2,81.7,2,undefined,FALSE,Fair,43.0562,-89.37806944
492,MononaPier6,meier,84.9,2,2,1,2,7/9/14 17:56,7/6/14,16:20:00,120,1,1,78.8,1,undefined,FALSE,Fair,43.0562,-89.37806944
493,MononaPier6,meier,78.3,2,0,1,2,7/9/14 17:54,7/7/14,17:20:00,120,1,2,77.7,1,undefined,FALSE,Good,43.0562,-89.37806944
494,MononaPier6,meier,76.1,2,0,1,2,7/15/14 10:05,7/8/14,18:15:00,120,1,1,76.3,2,undefined,TRUE,Good,43.0562,-89.37806944
495,MononaPier6,meier,86,2,FALSE,1,1,7/15/14 10:06,7/9/14,16:45:00,120,1,1,78.3,2,undefined,FALSE,Good,43.0562,-89.37806944
496,MononaPier6,meier,63.1,1,0,1,2,6/5/14 21:05,7/11/14,17:14:00,96.8,1,2,68.7,1,undefined,FALSE,Unknown,43.0562,-89.37806944
497,MononaPier6,meier,77,1,0,1,2,7/12/14 11:46,7/15/14,10:05:00,115,1,2,73,2,undefined,FALSE,Good,43.0562,-89.37806944
498,MendotaPier9,ostrom,72.9,1,0,1,2,7/12/14 11:48,6/5/14,21:01:00,77,NA,2,72,1,undefined,TRUE,Poor,43.10181944,-89.48342778
499,MendotaPier9,ostrom,79.7,1,0,1,2,7/12/14 11:51,6/11/14,18:30:00,108,2,1,75.4,2,undefined,FALSE,Poor,43.10181944,-89.48342778
500,MendotaPier9,ostrom,74,1,0,1,1,7/12/14 11:54,6/16/14,18:30:00,67,3,2,74.8,1,undefined,FALSE,Poor,43.10181944,-89.48342778
501,MendotaPier9,ostrom,77.7,1,0,1,2,7/12/14 11:56,6/18/14,19:00:00,100,3,2,81,1,undefined,FALSE,Poor,43.10181944,-89.48342778
502,MendotaPier9,ostrom,87.2,1,0,1,2,7/12/14 11:59,6/24/14,19:00:00,83,3,2,77.1,1,This is my first entry.  How can I enter my previous readings?,TRUE,Poor,43.10181944,-89.48342778
503,MendotaPier9,ostrom,83.1,1,2,1,2,7/1/14 19:58,6/28/14,11:00:00,88,3,2,81.3,2,undefined,FALSE,Poor,43.10181944,-89.48342778
504,MendotaPier9,ostrom,68.7,1,2,2,2,7/3/14 18:26,6/29/14,18:15:00,82,3,2,72.1,2,undefined,FALSE,Poor,43.10181944,-89.48342778
505,MendotaPier9,ostrom,74.1,1,0,1,2,7/11/14 15:26,7/2/14,19:30:00,115,3,1,75.6,1,undefined,TRUE,Fair,43.10181944,-89.48342778
506,MendotaPier9,ostrom,73.4,2,2,1,2,7/14/14 19:02,7/3/14,18:00:00,115,3,1,74.1,1,undefined,FALSE,Good,43.10181944,-89.48342778
507,MendotaPier9,ostrom,66.2,2,2,1,2,7/17/14 18:48,7/11/14,15:24:00,100,1,1,75.9,2,20 minutes time required,FALSE,Poor,43.10181944,-89.48342778
508,MendotaPier9,ostrom,74.7,1,0,1,2,7/18/14 18:55,7/14/14,19:00:00,107,1,1,77.9,1,undefined,FALSE,Poor,43.10181944,-89.48342778
509,MendotaPier9,ostrom,77.4,3,0,1,2,7/21/14 18:59,7/17/14,18:45:00,82,1,2,77.7,1,undefined,FALSE,Poor,43.10181944,-89.48342778
510,MendotaPier9,ostrom,83.1,2,0,1,2,7/25/14 17:02,7/18/14,18:54:00,76,3,2,79.5,2,"Please remove previous data point. Overlaps with this one, unable to toggle qualitative parameters.",FALSE,Poor,43.10181944,-89.48342778
511,MendotaPier9,ostrom,71.2,1,0,1,1,8/6/14 19:44,7/21/14,18:57:00,59,3,2,72.9,2,undefined,FALSE,Good,43.10181944,-89.48342778
512,MendotaPier9,ostrom,75.2,1,0,1,1,8/11/14 18:31,7/25/14,17:01:00,71,3,2,78.8,2,Submitted by CLA office. Previous entry had problems entering data. It accepted the numbers OK but it corrupts the visual observations.,FALSE,Poor,43.10181944,-89.48342778
513,MendotaPier9,ostrom,76,1,0,1,1,8/12/14 19:53,8/6/14,19:41:00,56,2,3,80.1,1,Time required: 30 minutes. Still unable to work website well. Data entered by CLA.,TRUE,Good,43.10181944,-89.48342778
514,MendotaPier9,ostrom,71.1,1,0,1,2,8/13/14 19:15,8/11/14,18:30:09,65,3,2,74.5,1,Website still not working. CLA entered data.,FALSE,Good,43.10181944,-89.48342778
515,MendotaPier9,ostrom,75.2,1,0,1,1,8/17/14 18:40,8/12/14,19:52:06,89,2,2,76.3,1,It is difficult to enter data because the screen moves with the cursor so that it is very difficult to move the cursor to the proper spot.  Please fix.,FALSE,Poor,43.10181944,-89.48342778
516,MendotaPier9,ostrom,75.9,1,0,1,1,8/18/14 19:07,8/13/14,19:13:31,63,2,2,77.2,1,undefined,FALSE,Poor,43.10181944,-89.48342778
517,MendotaPier9,ostrom,79.9,1,0,2,2,8/24/14 16:52,8/17/14,18:39:23,56,3,2,78.3,2,undefined,FALSE,Poor,43.10181944,-89.48342778
518,MendotaPier9,ostrom,83.5,1,0,1,2,8/27/14 19:54,8/18/14,19:05:28,41,3,2,80.1,2,undefined,FALSE,Poor,43.10181944,-89.48342778
519,MendotaPier9,ostrom,70.2,1,0,2,2,8/7/14 23:14,8/24/14,16:49:17,68,3,2,78.6,2,undefined,FALSE,Good,43.10181944,-89.48342778
520,MendotaPier9,ostrom,77,1,2,1,2,8/7/14 23:17,8/27/14,19:32:04,65,3,2,79.9,1,undefined,FALSE,Good,43.10181944,-89.48342778
521,MendotaPier11,pearson,88,1,0,1,2,8/7/14 23:22,6/24/14,20:30:16,105,2,1,79.8,1,undefined,FALSE,Unknown,43.08128889,-89.464775
522,MendotaPier11,pearson,74.5,1,0,1,2,8/5/14 15:43,7/7/14,16:00:22,55,2,2,76.5,1,undefined,TRUE,Good,43.08128889,-89.464775
523,MendotaPier11,pearson,73.4,2,0,1,2,9/8/14 11:22,7/18/14,19:30:43,55,2,2,76.5,1,undefined,FALSE,Unknown,43.08128889,-89.464775
524,MendotaPier11,pearson,77.4,1,0,1,2,9/8/14 11:23,8/5/14,14:59:42,65,2,1,78.8,1,undefined,TRUE,Unknown,43.08128889,-89.464775
525,MendotaPier11,pearson,82,1,0,1,2,9/8/14 11:24,8/13/14,16:00:07,65,0,1,79,2,undefined,FALSE,Unknown,43.08128889,-89.464775
526,MendotaPier11,pearson,79,1,FALSE,2,2,9/8/14 11:25,8/20/14,16:00:31,65,0,1,78.5,2,undefined,FALSE,Unknown,43.08128889,-89.464775
527,MendotaPier11,pearson,78,1,FALSE,1,2,6/3/14 13:36,8/25/14,19:00:37,70,0,2,77.5,1,undefined,FALSE,Unknown,43.08128889,-89.464775
528,MendotaPier11,pearson,60.8,1,FALSE,1,2,6/3/14 13:37,9/2/14,19:30:02,120,0,1,65.7,1,undefined,TRUE,Unknown,43.08128889,-89.464775
529,KegonsaPier6,ray,71.6,1,FALSE,1,1,6/3/14 13:38,5/23/14,9:00:00,120,NA,2,70.3,2,undefined,FALSE,Unknown,42.94985,-89.24134167
530,KegonsaPier6,ray,78.1,1,FALSE,1,1,6/9/14 14:30,5/28/14,14:30:00,120,NA,2,73.4,2,undefined,FALSE,Unknown,42.94985,-89.24134167
531,KegonsaPier6,ray,75.2,1,FALSE,1,1,6/9/14 14:27,6/2/14,14:30:00,120,NA,1,75.2,2,undefined,TRUE,Unknown,42.94985,-89.24134167
532,KegonsaPier6,ray,75.2,2,FALSE,1,2,6/16/14 8:36,6/9/14,14:00:00,120,NA,1,75.2,1,undefined,FALSE,Unknown,42.94985,-89.24134167
533,KegonsaPier6,ray,73.4,2,FALSE,2,2,6/23/14 16:31,6/9/14,14:00:00,120,NA,2,68.2,2,undefined,FALSE,Unknown,42.94985,-89.24134167
534,KegonsaPier6,ray,75.9,1,0,1,2,6/27/14 8:28,6/15/14,10:00:00,109,NA,2,73.4,1,undefined,FALSE,Unknown,42.94985,-89.24134167
535,KegonsaPier6,ray,77,2,2,1,1,7/2/14 10:30,6/20/14,11:30:00,116,NA,1,78.8,1,undefined,FALSE,Poor,42.94985,-89.24134167
536,KegonsaPier6,ray,62.1,2,0,1,2,7/9/14 7:09,6/26/14,14:50:00,80,NA,1,72.7,1,undefined,FALSE,Unknown,42.94985,-89.24134167
537,KegonsaPier6,ray,66.7,1,0,1,1,7/25/14 11:46,7/2/14,10:00:00,57,3,1,73.2,3,it was rough water and turbidity was difficult to get,TRUE,Unknown,42.94985,-89.24134167
538,KegonsaPier6,ray,71.2,2,0,1,2,7/25/14 11:47,7/5/14,8:00:00,76,0,1,74.5,1,lots of fish activity jumping.  Note that plant debris washes toward this side of Colladay Point.,FALSE,Unknown,42.94985,-89.24134167
539,KegonsaPier6,ray,68,2,0,1,1,7/26/14 8:29,7/12/14,8:00:00,55,0,1,72.3,1,lots of fish breaking surface swimming and also jumping,FALSE,Unknown,42.94985,-89.24134167
540,KegonsaPier6,ray,69.8,2,0,1,2,8/1/14 11:04,7/19/14,7:45:00,73,0,1,73.6,1,undefined,FALSE,Unknown,42.94985,-89.24134167
541,KegonsaPier6,ray,76.5,2,0,1,1,8/6/14 15:51,7/26/14,8:15:00,52,0,1,77,1,undefined,FALSE,Unknown,42.94985,-89.24134167
542,KegonsaPier6,ray,79.2,2,0,1,1,8/10/14 15:38,8/1/14,10:45:02,56,0,1,82.9,1,undefined,TRUE,Unknown,42.94985,-89.24134167
543,KegonsaPier6,ray,78.3,2,0,1,1,8/18/14 8:28,8/6/14,15:40:51,51.4,0,1,79,1,undefined,FALSE,Unknown,42.94985,-89.24134167
